이름,주소,운영 시간,평점,이미지 주소,SNS 링크,주차 정보,리뷰1,리뷰2,리뷰3,경치가 좋은,넓은,사람 많은,인테리어 예쁜,사진찍기 좋은,조용한
산너머그집 꿀카페,대구 수성구 팔현길 128 산너머그집 꿀까페,"영업 중 18:30에 라스트오더 18시 30분에 라스트오더, 월 09:30 - 19:00 18:30 라스트오더, 화 09:30 - 19:00 18:30 라스트오더, 수 09:30 - 19:00 18:30 라스트오더, 목 09:30 - 19:00 18:30 라스트오더, 금 09:30 - 19:00 18:30 라스트오더, 토 09:30 - 19:00 18:30 라스트오더, 일 09:30 - 19:00 18:30 라스트오더, - 추석당일 휴무입니다 접기",4.82,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20241019_186%2F1729308927195sAEDE_JPEG%2FV4xpYkcP3Z_03.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241019_121%2F1729309112665KF6ca_JPEG%2F1000011601.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241019_163%2F1729309112651Vuly5_JPEG%2F1000011600.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241019_172%2F1729309112701kLjog_JPEG%2F1000011581.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241019_45%2F1729309112680r2wLn_JPEG%2F1000010863.jpg""","""https://band.us/@honeyfruitcafe, http://instagram.com/honey_fruit_cafe2""","주차가능, 주차장 정보 없음",커피가 맛있어요,친절해요,음료가 맛있어요,12,3,0,24,10,3
메가MGC커피 대구방촌점,대구 동구 동촌로 242,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 월 08:00 - 22:00, 화 08:00 - 22:00, 수 08:00 - 22:00, 목 08:00 - 22:00, 금 08:00 - 22:00, 토 08:00 - 22:00, 일 09:00 - 22:00 접기",4.39,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200526_199%2F1590472564819rx8gN_JPEG%2F9aKlwTQUDrieiPI9ueu2vGGt.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDVfMTEy%2FMDAxNjc3OTk4ODUyODYz.P7-g3q2746YOxp2dwHYWJZO4Q8furZKR_gEC1M2_kGwg.77wUT4fQHjADFkkMSDQG2G94PbXPZY39yol5qdUtFaEg.JPEG%2FE5D6157B-8AFE-4BD8-8296-48D517BA8E6E.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA2MTdfMTI2%2FMDAxNjg2OTc3ODI1Nzc4.jhnRl6ZVNx5MbsTYjQ3-8zAZFFtFX3ff6xQbeO44W0Ug.875pP-g5_Ep3DvGWXPF3sqL2kBcCjJkyjtfQECLsK4Qg.JPEG%2F20230617_113927.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA2MDdfMTky%2FMDAxNjg2MTQ3NDk4NzE2.kpCAPDRwKTbCO9XvY0E_yOmQF8HpVs0jaSwAI1OfjkYg.CxyhDawfEJVSdXsr6PGvDo5AQZCLy1FDTV1-gXUCfigg.JPEG%2FIMG_7060.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDA3MDRfMTA1%2FMDAxNzIwMDcwMjY2NDM4.rU_gMDjO65d1dPWJI92wa42BBDiUPBax-GtOQJpIMiUg.V2U9Kn3NPyqi9l4p287vMReMOWeKOGCS1fbp8U5PPx0g.JPEG%2F20240704_141608.jpg.jpg""","""https://xn--100--er5pp93d0icp2n2ic5uttwbs3h6zmqsjc2olyj4na.com/""","주차 불가, 주차장 정보 없음",커피가 맛있어요,음료가 맛있어요,가성비가 좋아요,5,2,0,22,6,17
또박꽈배기 방촌점,대구 동구 동촌로 293-1,"영업 중 21:00에 라스트오더 21시 0분에 라스트오더, 월 10:00 - 21:30 21:00 라스트오더, 화 10:00 - 21:30 21:00 라스트오더, 수 10:00 - 21:30 21:00 라스트오더, 목 10:00 - 21:30 21:00 라스트오더, 금 10:00 - 21:30 21:00 라스트오더, 토 10:00 - 21:00 20:30 라스트오더, 일 10:00 - 21:00 20:30 라스트오더 접기",4.42,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201130_226%2F1606716545637KPdFY_JPEG%2FVOMF2vJUZSF7w56cEO_5oSn0.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201130_286%2F1606716594271ttWS1_JPEG%2FqxkSoc12fzHsuSswszoflfN1.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201130_95%2F1606716636272XDfu5_JPEG%2FuNpYNEWNID3L6c5Soy4Psx9C.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MzFfMTMg%2FMDAxNjYxOTQ0NDU2NjA5.Srpl0RZDfXAJooNHdKwHB2keLq8XNhNwWs0b1gfC0kQg.hWbi_gfmCgtjCaPYw3aDu_d07ikSe7-qvyGjFoX8jwog.JPEG%2F20220831_201255.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMjhfMjEx%2FMDAxNjk4NDM0MjMxNjEy.6x7Xzn2u8vuP1grmjE7xPNBHGoOZxmTjHDV-cTvlbhIg.P20Ybmz-BUJpUc0eoRbfPkgHt30VXf334CE8AwT5z-Mg.JPEG%2Fupload_42b9651218e38777a8558bf07bee469e.jpeg""",링크 없음,알 수 없음,,,,0,0,0,0,0,0
카페수피아,대구 동구 반야월로24길 51 1층,"영업 중 24:00에 영업 종료 0시 0분에 영업 종료, 매일 10:00 - 24:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240618_123%2F17187005908198gtCE_JPEG%2FIMG_5222.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240618_126%2F1718700591081I1NPk_JPEG%2FIMG_5240.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240618_69%2F1718700590930pAsNq_JPEG%2FIMG_5292.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240618_85%2F1718700590825Ql685_JPEG%2FIMG_5347.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240618_198%2F17187005912458e6W1_JPEG%2FIMG_5350.jpeg""",링크 없음,"주차가능 무료, 매장 앞 골목길에 주차가 가능합니다",,,,0,0,0,0,0,0
파리바게뜨 대구방촌점,대구 동구 동촌로 225,"영업 중 23:00에 영업 종료 23시 0분에 영업 종료, 매일 07:00 - 23:00 접기",4.38,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_180%2F1649837246740Qml49_PNG%2Fimage.png, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyNDAyMjlfMTcy%2FMDAxNzA5MTk4NDk0MjM1.8SjvKApC5ZZXjpmBtxMB-82ySMR5egs4SckM-iuEGucg.J4v1BjTdZsj7H9P9d0TwEpvaLMWOihJEVBE9ahy_XtUg.JPEG%2F20240115_212504.jpg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAyMThfMTkx%2FMDAxNjc2NzA2MzU5NTU0.aEOFVYnHsYFH9qmM5sUNg-SxjUmyW71sSfBxqZ5sPLcg.QZm3Va0el3AnEpeIILaZvl4pPNuEPjSkKltttEJlWEMg.JPEG%2F20230218_164055.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMDdfMTk0%2FMDAxNjczMDY0MTQ4NDcy.A_Fqo1HtAoxQDUkhSKal7LpHTpUAxrSrJevoMRc47iUg.vPxEDBiSNdA0M02gOXwaDvA0HjRYcUmTpLdf5Vmaytcg.JPEG%2F20230107_130056.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMjVfMjIy%2FMDAxNjcxOTU3NzU1Nzc1.2g9np8IAk-d8ci4HC2M5q4dDRuDeS0QR9i7fYPyK_2og.aOrVOg_h1NhTSuQRK7rcFHhURPzMAkzmj9O4bnR6TXEg.JPEG%2F20221224_225202.jpg""","""https://www.paris.co.kr/""",알 수 없음,빵이 맛있어요,친절해요,매장이 청결해요,5,2,0,33,9,9
카페클라우드,대구 동구 화랑로75길 53-6,"영업 중 20:50에 라스트오더 20시 50분에 라스트오더, 월 11:00 - 22:00 20:50 라스트오더, 화 11:00 - 22:00 20:50 라스트오더, 수 11:00 - 22:00 20:50 라스트오더, 목 11:00 - 22:00 20:50 라스트오더, 금 11:00 - 22:00 20:50 라스트오더, 토 11:00 - 22:00 20:50 라스트오더, 일 정기휴무 (매주 일요일) 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_269%2F1572394564869IQ5lV_JPEG%2FuMwvF5WplrWyblEjwPRG08Wi.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_136%2F15724163681550hCH4_JPEG%2F3ryjObPEymw6fbj4rr3lEw_a.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_69%2F1572416405127qopfY_JPEG%2Fwd_kDCLipoY5Ks9yO0P00wIJ.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191108_277%2F1573194211903O2fDK_JPEG%2FDQoTg_DmMy7_3838Fm4qSdV7.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200615_75%2F1592207806879t3DhA_JPEG%2FSiEfOly1P8m7vNn0jGan7Syt.JPG.jpg""",링크 없음,"주차가능 무료, 주차장 정보 없음",커피가 맛있어요,음료가 맛있어요,친절해요,0,1,0,6,2,2
컴포즈커피 대구방촌점,대구 동구 동촌로 255 컴포즈커피 대구방촌점,"영업 중 21:30에 라스트오더 21시 30분에 라스트오더, 월 08:00 - 22:00 21:30 라스트오더, 화 08:00 - 22:00 21:30 라스트오더, 수 08:00 - 22:00 21:30 라스트오더, 목 08:00 - 22:00 21:30 라스트오더, 금 08:00 - 22:00 21:30 라스트오더, 토 09:00 - 23:00 22:30 라스트오더, 일 09:00 - 23:00 22:30 라스트오더, - 매장취식은 평일 22시, 주말라스트오더:22:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211119_115%2F1637288528689qdqA7_JPEG%2FKakaoTalk_20211119_110425577.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211201_26%2F1638355999536Yy5Dm_JPEG%2FwUwbw9nDls75SO1GGd8o6-mU.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211119_44%2F16372885287505b027_JPEG%2FKakaoTalk_20211119_110425577_01.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211119_231%2F1637288529167rzjl4_JPEG%2FKakaoTalk_20211119_110425577_02.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211119_177%2F1637288528961NopWo_JPEG%2FKakaoTalk_20211119_110425577_03.jpg""","""https://xn--100--er5pp93d0icp2n2ic5uttwbs3h6zmqsjc2olyj4na.com/""",알 수 없음,,,,0,0,0,0,0,0
읍천리382 율하점,대구 동구 율하서로 20 1층 104호,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 월 09:00 - 22:00, 화 09:00 - 22:00, 수 09:00 - 22:00, 목 09:00 - 22:00, 금 09:00 - 22:00, 토 09:00 - 22:00, 일 09:00 - 21:00 접기",4.46,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240520_230%2F1716166434512X7crV_JPEG%2F1-1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240520_89%2F1716166434448GRcfL_JPEG%2F1-2.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240520_280%2F17161664349994imDy_JPEG%2F1-3.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240520_265%2F1716166434479GILXa_PNG%2F1-4.png, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240520_79%2F1716166434634NP8YW_JPEG%2F1-5.jpg""","""https://smartstore.naver.com/eupcheonri382_, https://www.instagram.com/eupcheonri_official/, https://youtube.com/@eupcheonri_official, https://blog.naver.com/alfud17, https://alful17.modoo.at/, http://baemin.me/NZPl_Hy5u""",알 수 없음,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,6,5,0,70,18,5
GRVT 카페 베이커리,대구 동구 범안로 854 5층 & 루프탑,"영업 중 22:00에 영업 종료 22시 0분에 영업 종료, 매일 10:00 - 22:00, - 추석 연휴(16,17,18일) 정상 영업 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241026_246%2F1729909471548iDVuG_JPEG%2FKakaoTalk_20241026_110447835_03.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241026_252%2F1729909462171iz44b_JPEG%2FKakaoTalk_20241026_110447835_01.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241026_144%2F1729909449026QSyeM_JPEG%2FKakaoTalk_20241026_104504824.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241026_164%2F1729909437422GtITQ_JPEG%2FKakaoTalk_20241026_110447835.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241026_120%2F1729909417590vgyCb_JPEG%2FKakaoTalk_20241026_103554841_10.jpg""","""https://www.instagram.com/grvt_golf_cafe""","주차가능 무료, 주차시설 60 대 완비 (1층 및 기계식 주차)",,,,0,0,0,0,0,0
론섬로드,대구 동구 율하동로17길 57-1 1층,"영업 중 21:00에 영업 종료 21시 0분에 영업 종료, 월 08:30 - 21:00, 화 정기휴무 (매주 화요일), 수 08:30 - 21:00, 목 08:30 - 21:00, 금 08:30 - 21:00, 토 10:00 - 21:00, 일 10:00 - 21:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240928_38%2F1727507363601hspBB_JPEG%2FKakaoTalk_20240928_160846650.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241011_145%2F1728616607438aTWkw_JPEG%2FKakaoTalk_20241011_121502657_01.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241002_300%2F172783355458332lpt_JPEG%2FKakaoTalk_20241002_104511791.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240928_62%2F1727507423538SifBU_JPEG%2FKakaoTalk_20240925_110501850_02.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240802_246%2F1722561157333SQK9f_JPEG%2FKakaoTalk_20240802_095551088.jpg""","""https://www.instagram.com/a_lonesomeroad""","주차가능 무료, 주차장 정보 없음",커피가 맛있어요,디저트가 맛있어요,친절해요,0,0,0,26,12,15
밀크브라운스탠드,대구 동구 화랑로99길 6 밀크브라운스탠드,"영업 중 19:00에 영업 종료 19시 0분에 영업 종료, 매일 09:00 - 19:00 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240916_89%2F1726452716404HIBQ2_JPEG%2F7AA249BF-A6B7-4E84-ABEB-D0A698FB46D5.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_255%2F1683254751013AJf7k_JPEG%2FC0AC4421-DF61-4283-899A-A34A5101EA06.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230304_82%2F1677907107511BQQtq_JPEG%2FF68B0F44-BE09-4994-B81F-AA8550A1DBCE.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230304_110%2F1677907107685Gl45q_JPEG%2F6AE6F195-F236-46FC-B63F-D82F496F89D4.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230304_91%2F1677907107977uO5UX_JPEG%2F7C5350FF-CC19-41E9-BEF1-39B1FFFD2A01.jpeg""","""https://www.instagram.com/milk_brown_stand""",알 수 없음,커피가 맛있어요,친절해요,음료가 맛있어요,2,1,0,26,26,2
이디야커피 대구율하세영점,대구 동구 율하동로15길 45,"영업 중 22:50에 영업 종료 22시 50분에 영업 종료, 매일 08:00 - 22:50 접기",4.53,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241029_23%2F1730160785870U6Pry_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25BD%25C3%25B1%25D7%25B4%25CF%25C3%25B3%25B6%25F3%25B6%25BC.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240906_191%2F1725582207456nelEA_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE_%25B0%25A1%25C0%25BB%25C0%25BD%25B7%25E1.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240628_39%2F1719533281545iurUp_JPEG%2FSNS%25B1%25E2%25C5%25B8_%25B3%25BB%25B8%25BE%25B4%25EB%25B7%25CE_%25BE%25C6%25C0%25CC%25BD%25BA%25C6%25BC_%25B3%25D7%25C0%25CC%25B9%25F6%25C3%25A4%25B3%25CE.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMDhfMTY4%2FMDAxNjc4MjM2NjgyMzA0.MCJdaAZPscaNfBpEZN-g4q4JTgXcjA7Nz-vOWzI09qwg.web8-mEz2QMfetSlgj99dvx8wdwjBZjWXlFQFI0-jaYg.JPEG%2F20230307_162445.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAxMjhfNTQg%2FMDAxNjc0OTEwMDQ4MjM0.KTIQKaP6SUQTqGTLGGz8cfFWDbZ2YORrlumoUOe1BWAg.VZbl4G6PbfgrVTbLJPao7pBJJLfYUVIVIBuC9mdw0xIg.JPEG%2F20230128_203052.jpg""","""https://blog.naver.com/ediya-coffee, http://www.ediya.com/, https://www.youtube.com/channel/UCK45lxAV_92LqR2DcQCP8Qg, https://www.facebook.com/iEDIYA, http://instagram.com/ediya.coffee""","주차가능, 주차장 정보 없음",,,,0,0,0,0,0,0
카페우물,대구 동구 율하동로24길 1 1층 카페우물,"오늘 휴무 매주 월요일 휴무 매주 월요일 휴무, 월 정기휴무 (매주 월요일), 화 10:00 - 17:00 16:30 라스트오더, 수 10:00 - 17:00 16:30 라스트오더, 목 10:00 - 17:00 16:30 라스트오더, 금 10:00 - 17:00 16:30 라스트오더, 토 12:00 - 18:00 17:30 라스트오더, 일 정기휴무 (매주 일요일), - 8월 2-3일(금-토)여름휴가로 쉬어갑니다. 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190117_104%2F1547698388652pfIV9_JPEG%2FmMBgm6TPTfUCCDtqG8RncXbj.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200601_148%2F1590939510263oKjyi_JPEG%2Fc51z7fRrolJAZrOKa0hGtLZ5.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200601_124%2F1590939479327LVvkv_JPEG%2FeZl0Avdms6PwtfuOmgsBQRMv.jpeg.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220102_17%2F1641077539426pgEQX_JPEG%2FB0743696-5066-4DB7-AEEC-7A5FE92FCB76.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220102_121%2F1641077539958SDcvJ_JPEG%2F3FA7714A-FC3C-44C4-90AD-554818AF1E6A.jpeg""","""http://instagram.com/CAFEWOOMUL_SON""",알 수 없음,디저트가 맛있어요,친절해요,커피가 맛있어요,0,0,0,1,5,1
파리바게뜨 대구안심점,대구 동구 안심로41길 37,"영업 중 23:00에 영업 종료 23시 0분에 영업 종료, 매일 07:00 - 23:00 접기",4.39,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231018_295%2F1697612404891vAHAw_JPEG%2F1697612210431.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220413_202%2F1649840853653PYCp0_PNG%2Fimage.png, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231018_150%2F1697612399006nh9XQ_JPEG%2F1697612210378.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231018_184%2F1697612393186oaS2i_JPEG%2F1697612210273.jpg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA0MTVfMTE4%2FMDAxNjgxNTQ1Njc3MTA2.-xUCrmH6GjefJue-YvziWOpsgCsdUz-TFtE9CJ56NfMg.39MfPewVorGakpHdPQsSGg0Q7DFZb1QO5CgC7EyTHtAg.JPEG%2F1907E937-63B5-4823-AD8E-32C63116A7EB.jpeg""","""https://www.paris.co.kr/""","주차가능, 주차장 정보 없음",빵이 맛있어요,친절해요,매장이 청결해요,5,6,0,25,5,6
카페 엠아이엠엘,대구 동구 반야월로24길 13 1층 cafe miml,"영업 중 18:55에 라스트오더 18시 55분에 라스트오더, 월 09:30 - 19:00 18:55 라스트오더, 화 09:30 - 19:00 18:55 라스트오더, 수 09:30 - 19:00 18:55 라스트오더, 목 09:30 - 19:00 18:55 라스트오더, 금 09:30 - 19:00 18:55 라스트오더, 토 09:30 - 19:00 18:55 라스트오더, 일 정기휴무 (매주 일요일), - @cafe.miml 인스타그램 접기",평점 없음,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241031_174%2F1730385956731g5cWH_JPEG%2FIMG_1427.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241031_297%2F1730386382127bB9jS_JPEG%2FIMG_1023.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241031_66%2F1730386069152j0cvn_JPEG%2FIMG_1413.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241031_83%2F1730386207538MkSpR_JPEG%2FIMG_1077.jpeg, https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA1MThfMjM0%2FMDAxNjg0MzkzNjQ3NDIx.Nekgm6FUv5S2xyYh2Waac5X9yG3L2l9RGhLgtkMn6K4g.HnYqUHA7roa09OJuOG7w6sRF_RwHl-KQR-l96vmZnuIg.JPEG%2FIMG_0175.jpeg""","""https://instagram.com/cafe_miml?igshid=YmMyMTA2M2Y=""","주차가능 무료, 주차장 정보 없음",커피가 맛있어요,디저트가 맛있어요,친절해요,13,15,0,123,79,36
